bs_replicate,X.Intercept.,Human.population.size.in.1.km.radius.of.site.greater_than_1.000_humans_.urban.,Human.population.size.in.1.km.radius.of.site.less_than_100_humans_.rural.,Human.population.size.in.1.km.radius.of.site.No_humans_observed_in_1_km,labLab_B,Shannon_H_index_cs,Fraction_juv_cs,Fraction_F_cs,Trapping.at.a.cave.or.mine.Yes,Frequency.of.human.visitation.to.the.siteMonthly,Frequency.of.human.visitation.to.the.siteNot_visited_by_humans,Frequency.of.human.visitation.to.the.siteOccasionally,Frequency.of.human.visitation.to.the.siteSeasonal,Frequency.of.human.visitation.to.the.siteWeekly,Frequency.of.human.visitation.to.the.siteYearly,Water.present.at.the.site.Yes,Site.accessibilityEasy,Site.accessibilityModerate,genusMyotis,genusRhinolophus,genusRhinopoma,genusRousettus,AgeJuvenile_.J.,SexMale_.M.,genusMyotis.AgeJuvenile_.J.,genusRhinolophus.AgeJuvenile_.J.,genusRhinopoma.AgeJuvenile_.J.,genusRousettus.AgeJuvenile_.J.,genusMyotis.SexMale_.M.,genusRhinolophus.SexMale_.M.,genusRhinopoma.SexMale_.M.,genusRousettus.SexMale_.M.,AgeJuvenile_.J..SexMale_.M.
204,-2.32833618493272,-0.417939878163555,0.85220668444118,0.583742804529184,0.287736021657457,0.706806093249681,0.0447902885844839,-1.04920905838662,0.565185895917523,-0.159860721958981,-0.665112557770768,1.16650456275467,-0.181637346265973,-0.714037080960222,-0.513267776015913,-0.114845094738689,0.300594037548882,-0.433080141969059,-0.540307387193891,0.22874948277009,-0.369532577533326,-0.146778756802323,-0.295707930607799,-0.173874045532419,0.74633317212337,1.84532038138812,1.12551716225744,-0.0156510316873886,-0.358919619182019,0.611539254050789,0.0963581497428295,-0.86214516075402,0.341492486197621
205,-2.15747881735423,0.317662058039311,0.29870276991241,0.594495327173149,0.00411983106938632,0.287311212361357,-0.0873759611819867,-0.745196887997214,1.08946938548962,-0.285145436268831,-0.38867946018249,1.0890416004992,-0.26951516092952,-0.0786436242544629,-0.412542605502687,-0.374105189020777,0.26512297047362,-0.412371819978252,-0.104166179080512,0.352843349327956,-0.983045988753727,-0.511713881219838,-1.41902161866989,-0.0568373702362986,0.750040471354788,2.10590048351133,2.57022780565084,-0.462771948206641,-1.00268060329403,0.238341471873553,0.122168939470305,-0.633212092486017,0.350413943189184
206,-1.57732024454408,-0.509607060531185,0.223074708817229,0.49741223000662,0.0864821678260835,0.448837972073651,0.0298849638827089,-0.606505627212278,0.46474511950066,0.027238424635443,-0.307260764456604,0.623168639242768,-0.0815798601032034,-0.507908102369782,-0.211146608276863,-0.475877310664882,0.144249133831187,-0.21589487482997,-0.463536964879693,0.266036428335968,-0.435843806005383,-0.499677041549703,-0.630637795500093,-0.0412977777004142,1.36005069853583,1.36998302658218,1.85210144490888,-0.434755728351405,-0.64466711104258,0.373185165170982,-0.256789383455359,-0.493819934715448,0.0193147112689085
207,-1.75184280334418,-1.31418432504964,-0.0962857571460442,0.22789843179235,-0.136894601779586,0.246707564656129,-0.167835222326528,-0.834006712227243,0.957918074651074,-0.11063148290757,-0.586864438451237,0.934937176598143,0.222051918044493,-0.0287821609070221,-0.213492259080909,-0.333558898363369,0.078629171172713,0.053958738132857,-0.522992178775607,0.28191980022262,-0.894889605665907,-0.0960110257058054,-0.760823067932371,-0.454153538491482,1.20094373365832,1.59030210015494,1.69564470870786,0.0064767503395114,-0.32730810117402,0.637338860442958,-0.311151436886372,-1.41966372086377,0.150914508786934
208,-2.13073632642448,1.136578857466,-0.0707017220379464,0.0366881244553078,-0.231156342477191,0.396964239198268,-0.0226845907532883,-0.850855547170048,1.07013629647957,-0.313661485163079,-0.270544358905252,1.37927043202748,-0.103975847924086,-0.569431241822381,0.115585749964968,-0.00590076653600134,0.152964358028462,0.126654659773093,-0.769443000439658,0.214760379803203,-0.60324020148046,-0.438789216624473,-0.458945042615381,-0.615986930940722,1.59619034534095,1.80079793624235,-0.267362505037202,-0.565725916087027,-0.0682050246864111,0.529293006883912,0.289430718073139,-0.254206102139443,0.337000115750664
209,-2.1235215820292,0.764556369754563,-0.283979135395746,0.394941338099175,0.246816710887877,0.513465933807565,0.0818499280186557,-0.940394872256984,0.843756640299162,-0.357151634742787,-0.166080701141392,1.14701709709701,-0.265057951673353,-0.220989537001913,-0.0694598299312902,-0.0793239521318475,-0.131551025114343,-0.115190436549988,-0.667463388918799,0.46861704461997,-0.0653010499583103,-0.785302334860424,-0.473846350878556,-0.485983410673828,0.6771000579987,1.83224133886669,0.701117735408815,-0.214165071476134,-0.60353835181653,0.883780918409848,-0.337324441129672,-0.339343644277941,0.343428450593729
210,-1.62003258909563,-1.25447620352789,0.225644159948122,0.191155166630987,-0.213930075254081,0.341029828554033,-0.300630127816375,-0.808492205440433,0.875211440630858,-0.267399243272737,-0.43522236980809,0.987914924490656,-0.0573771831305107,0.0973299044500474,-0.0352412219218708,-0.231722094589514,0.174364222880363,-0.185631852906964,-0.934796203092694,-0.150944810082223,-0.885023569631503,-0.278857687153121,-0.365183008344889,-0.417985416955337,0.609115439151493,1.74856852453388,2.83034477393536,-1.26706950997594,-0.888453722414243,0.804860950249963,-0.0678688494939581,-0.375924131255762,-0.12828579956841
211,-1.63851062012521,-0.848182278212493,0.0611912636205169,0.534885682657112,-0.0344263073915587,0.430412346741079,-0.0694945553100474,-0.133370204543713,0.320577931431992,-0.0633267203165328,-0.195304366474715,0.581370494370566,-0.202472058211201,-0.168966750994496,0.0748966526189595,-0.151812872762233,0.167803246794663,-0.415397564614683,-0.586293065985252,0.354415014269025,-0.154166361114439,-0.26527545855047,-0.164638799344533,-0.25327928480358,0.168291832047133,0.570077115433518,1.21626309636808,-1.08647394903007,-0.457969240007868,0.715164847694402,-0.0445696872414045,-0.355001208664439,0.458142972270906
212,-2.00737162645196,-0.686346150436488,0.216170204676997,0.512219740446048,0.152321160305013,0.495097107895053,0.0650693083728962,-0.778045096314579,0.598859803564623,-0.126580165691444,-0.0154832169967555,0.895595591854514,-0.236533395610123,-0.396409854057589,-0.522033623190951,-0.353292546984066,0.0891262270065336,-0.178493161574697,-0.303116267749565,0.657698312402824,-0.222903783124897,-0.160064611428788,-0.247095239804306,-0.358143680501589,0.385461820218406,1.46503680789896,0.899037264099454,-0.829374582487258,0.00243143689522425,0.504820013730857,-0.10135246418995,-0.34952626757951,0.153609255079095
213,-2.21889063701521,1.26121071717068,0.0910363494189958,0.486619298301515,0.0950831400213003,0.261168454131827,-0.1014304907093,-0.700679289016583,1.38923284665031,-0.274309056732029,-0.551976607690227,1.28498125414854,0.0920094771372724,-0.356748869227628,-0.231641365402312,-0.374556887636921,-0.0222279888172936,-0.310430194319184,-0.732247437528493,0.648329791864647,-0.982391707533645,-0.63370093702283,-0.473049925257867,0.0980901234422437,0.276479066777294,1.11615678780201,0.675602135982253,-1.07985733241795,-1.00013357928141,-0.120133623680446,-0.135198534125156,-1.03411754313629,0.192043613725879
214,-1.97050397448921,0.215264986246018,-0.176059028787309,0.391854778268648,0.0161281831110397,0.290556258043395,-0.0196479493463916,-0.408927035444207,0.587469390538136,-0.32618590977727,-0.160974247163693,1.04548170473055,-0.13111450077391,-0.243674312271714,0.390627042867112,-0.0115188245105043,-0.00151938568622359,-0.0269191680842626,-0.388833025194197,0.48228532999832,-0.691820739522767,-0.953568943508342,-0.309584683356769,-0.0923962791681082,0.532329138497657,1.22592605678211,1.869183699348,-0.227579842042298,-0.927202864705237,0.554840494186454,0.220611737592224,-0.359466951233469,0.0187137349361396
215,-2.18510134428154,-1.36856815040612,-0.069832212968837,0.41656422742151,-0.0303267574546371,0.733398544012288,0.0291271357273254,-1.05052228232661,0.892611480942618,-0.178786754595621,-0.220034336532712,1.37668219539963,-0.295923130851164,-0.0966812281474128,-0.192830446384185,-0.492220806036496,-0.147207823208844,-0.362024525382573,-0.370300422183128,0.707632981161925,-0.225939114938335,-0.0199752603924567,0.125857749840428,-0.336144942422526,-0.109840550367988,1.39384571807126,1.57854997469572,-0.364011613385627,-0.0887182317399978,0.67261669947291,-0.130096063700884,-1.22344540342293,-0.183859721560321
216,-1.80603464109928,0.353707893644692,0.0869146478400534,0.313536803829661,0.289103247109161,0.388251508138577,-0.105137933537352,-0.788118915363683,0.206525056474595,-0.139514932503541,-0.22336024984645,0.90970276819191,-0.649694571500184,0.104155517978906,-0.464685162605395,-0.138831479491293,0.129829591673849,-0.132769467317229,-0.09841470292109,0.605207736974296,-0.0489657565479399,-0.446981299939489,-0.258514696348601,-0.313592027205318,0.712120138751705,1.33615932159156,0.387946787060422,0.349880408803869,-0.668078210877528,0.800210479311094,-0.116383396519277,-1.56304098477345,0.184661074890882
217,-1.78632459811941,-0.615329205771012,0.0227955886271132,0.616547784078079,0.0104856681997243,0.487009143460848,-0.00710332451145095,-0.700420622791535,0.54200488862147,0.0358691511311472,-0.759344352123864,0.927920121646062,-0.149349098235596,0.0500152975719074,-0.470226807447054,-0.327294367601735,0.249561144753306,-0.319334374062315,-0.122292257437952,0.364696587140767,-0.681821138373237,-0.238059126591561,-0.352136534587365,-0.238600425650069,0.612344926563322,1.45416290408886,1.10499138473972,-0.372145374197242,-0.473740959509144,0.383275584657109,0.283423421305109,-0.675988139863451,-0.0916623527872884
218,-2.41852703910468,0.530117011625901,0.769562111057928,0.710933934963034,0.113586318169875,0.202061012366959,-0.445335932830906,-0.693222459177859,0.997810398758305,-0.333454989156062,-0.436024842758561,1.09157494124279,-0.729837442463006,0.244814010654025,-0.338930514690948,-0.242581676694358,0.284517405044261,-0.433391652775331,-0.594634782865038,0.107367350160558,-0.508330417147381,-0.568288031985826,-0.230334805676369,-0.168560826210684,0.797478354017347,2.3072070594946,1.58298625056276,-1.79341863208515,-0.261715348111422,0.575847260152635,0.227052314979729,-0.226196111388322,0.0858617015634363
219,-1.70949354685186,-0.236922617680998,-0.12649527600723,-0.0757791143839685,-0.338513218788163,0.157613240165408,0.0494285308071798,-0.179822604990784,0.250235209046917,-0.0501153353662093,-0.237173234346822,0.975779088414385,-0.263014968464586,-0.0327744157227865,0.207236033401923,-0.245938020275175,0.0920173401730574,0.191286766494303,-0.0239143547133097,0.016230392897019,-0.14497580256779,0.0419722254286242,-0.589700805304994,-0.254544166808773,1.23559726112508,1.23936393263121,1.11602617922096,-0.210569418424196,-0.890312425733553,0.960466895140722,-0.0323161383398859,-0.45270961844621,0.413706304846879
220,-2.02658265197607,0.405620562065351,0.104869911378559,0.227482394435109,-0.131174241358454,0.379882917001617,-0.0552475512019953,-0.681394189060279,1.12820956818808,-0.132399315130153,-0.157799538114494,1.00337646412668,-0.103383834417937,-0.442386841507488,-0.43834859637993,-0.428501249694625,0.177087808429741,-0.231015066288195,-0.43471205319203,0.426216289438353,-0.418710982228752,-0.36739098550842,-0.537762647549221,-0.25318746726236,0.505530506262333,1.44599574999318,1.35255235074085,-0.548447608796003,-1.05493281585452,0.446453282534422,-0.361816030529985,-0.331372000187012,0.423863601648234
221,-1.86096784383992,-0.171227691837036,0.787358818717391,0.214491622264447,-0.254053379698397,0.282930999001877,-0.0360318274152183,-0.477935698431932,0.750098461048687,-0.293192895986993,-0.410208829031603,0.884199974200888,-0.143263021345046,0.15735243167273,-0.455202358924268,-0.284436148563472,0.324598222055949,-0.582209434078762,-0.573513388916409,-0.0177427308377413,-0.0894474874129822,0.0762032534660884,-0.575797815240596,-0.331752200046063,1.24445555991731,1.43062245943165,1.84056532480229,-1.64519211643617,-1.46466796335881,0.7005509195244,0.328114840638559,-0.611786327965228,0.265552847061164
222,-1.60825629015835,-0.880016414985567,0.103319473423743,0.0452883502594301,-0.170091092275026,0.225437535021827,-0.192899828354038,-0.118379862249927,0.353978972498678,0.00832475292840088,-0.360690170728342,0.707643850223778,-0.106395034520093,-0.355378851852743,-0.0223787954461906,-0.132876282936511,0.172325639829099,-0.0749953764645618,-0.209476384987876,0.224922367374024,-0.277717036696806,-0.0597716695895282,0.0725813346633482,-0.164126174099615,0.77657785201579,0.605913970321092,0.231727380298741,-0.764789042541305,-0.540448660041892,0.38216265675933,-0.126616145911286,-0.542665797376612,0.182954258611379
223,-1.88345276718968,0.795984843625142,0.538344758992855,0.494586664129124,-0.0671449403297984,0.31325520761677,0.229042805787429,-0.887181690746261,0.776784506182999,-0.250833279981048,-0.72791841457083,1.09912870058123,-0.244398872031098,-0.0352565680354273,-0.40755278112009,-0.239433722444778,0.286607274975205,-0.259002485295698,-0.609081973452943,-0.0101711981375132,-0.437464211380398,-0.269336808639814,-0.646228051702406,-0.214397348635868,0.0954694588407931,1.32643001677208,1.0257511250963,0.689527847943948,-0.51206139164604,0.673077605250389,-0.0315682721249138,-0.392291163683603,0.0507098700699339
224,-1.95515285303548,0.000394219360193813,0.354647836461864,0.336426411333789,-0.182727197595904,0.317408581864941,-0.24312901404358,-0.175895561871,0.611259427595299,-0.282991316037489,-0.0509188670011815,0.689293443175454,-0.48065439425685,0.108089195426209,0.186383444173294,-0.296588995999858,0.159416156237927,-0.492605108941313,-0.503979661897452,0.337592647048451,-0.203721299538012,-0.322685808675747,-0.275410782718387,-0.0401129516450666,1.16665700082565,1.55475675162348,0.757447107223668,-0.185339415713088,-0.237233870215885,0.364367646443543,-0.0096546682655222,-0.243783557613604,0.164436135523619
225,-2.1897585342739,-0.17852729499309,0.291672356393076,0.488656948699885,-0.0489596111754236,0.465723005515385,0.190731045174015,-0.442219588448105,0.566554407824806,-0.0386885436609364,-0.278792593520321,0.813809294049076,-0.483826972127301,-0.00155746287187023,-0.304683476522052,-0.216986429469253,0.0898265221572082,-0.280549344133408,-0.0199993564445485,0.997095879962562,0.134598980250591,-0.391517370859255,-0.362158888251422,-0.202316572091503,0.851768878031086,1.0072036274538,1.76851904328747,-0.81805742637771,-0.561070330438132,0.6921768575511,0.12190357566568,-0.416407036277142,-0.032572479129678
226,-1.77355066142091,-0.944879084591247,0.232686875849884,0.306046802416282,-0.177589964594471,0.164261545730524,-0.057385201292422,-0.297236942868217,0.474514343682722,-0.192461991259531,-0.270056059241853,0.615304097363216,-0.12368869328448,0.135161232101137,0.0931481874680612,-0.0882772414887335,0.144891820356075,-0.166559614190282,-0.109481544745511,0.0683349324027708,-0.145354426919585,-0.241760750342039,-0.302735970453558,-0.20290912616011,0.373848914721849,1.00750360038351,0.958234654462994,-0.976056570934393,-0.878876350371769,0.991831160226603,0.313653798318455,-0.420592681982355,0.225016453915958
227,-2.61728884060189,0.0438424293972946,0.304681336380598,0.433698862870226,-0.0875711275648893,0.0767630168144724,-0.27750805168318,-0.8174415156953,0.757511796191338,-0.366247237348878,-0.316280548599029,1.07596439234568,-0.490073362654232,-0.109558719090696,-0.341126495856877,0.410418518617149,0.656782212869937,0.232196299296937,-0.505360892839747,0.51032685723155,-0.519831254257523,-0.280545003046287,-0.261612279338469,-0.227463727762697,0.0297023557472882,1.55489346073316,1.42851889873416,-0.207815680369887,0.0536327451302209,0.281740011386762,-0.0277708616494112,-0.904600170553578,0.255166891835323
228,-1.95580055845263,-2.06566649919258,0.119768027856785,0.793868021996446,0.078130208854335,0.392771573628084,-0.0883120831026989,-0.696143270892063,0.459004874536238,-0.275385896377723,-0.54952164436905,0.988568909383722,-0.179258314195316,0.124522815898617,0.212841790364474,-0.113361457427368,0.108942079824653,-0.0736290196199637,-0.592493445588165,0.249499028250426,-0.156040880121375,-0.419999190894661,-0.952595950679468,-0.62553852971877,0.622805637235709,1.83110384656729,1.86600691252991,-0.401249805068686,0.0535355031847289,0.831234115179537,0.110801168501228,-0.363057338059426,0.625885674077375
229,-1.98336015538459,-0.915535855380529,0.477631652255507,0.596932920549956,0.109397191693632,0.535831490774964,0.0793739092629562,-0.701334566857296,0.562690291608647,-0.334427574857676,-0.236303071840159,1.09077555362607,-0.217282641019194,-0.257715112134334,-0.166231460917075,-0.0761404341366202,0.176185941468735,-0.407142392583455,-0.518954051972143,0.194553706372763,0.00767861963904891,-0.453023844119689,-0.45623198852106,-0.153971534408225,0.494332358251298,1.76365613266853,1.13108385000828,-0.921803372799827,-0.382213673962518,0.200208261683427,-0.22016188433081,-0.562071647363461,-0.0808970799823569
230,-2.48118303583541,0.770438478887128,0.0951634642516698,0.403606217336603,0.130585639600214,0.346671370482881,0.324041533421017,-1.26994034975613,1.0777486059397,-0.263539807932959,-0.132647405979806,1.25532074926226,-0.138593528521629,-0.699545317049171,-0.246966123065343,0.00887309390244372,-0.0500151323264013,0.314882131015672,-0.241879506352265,0.676098000272204,-1.24059637174755,-0.320713980777451,-0.535867588462827,-0.258846039704672,0.235734775144406,0.972549057807644,1.7425049708037,0.0589628377208503,-0.520543903445306,0.782164710587051,0.131985886612614,-1.45879432903253,0.435972981815869
231,-1.32607247585476,-0.826443360033567,-0.315282836606528,0.373287724382803,0.0419468134308989,0.461296900159349,-0.104779313400144,-0.591988180556116,0.573629506034778,-0.0161855731417489,-0.0402908139267876,0.765952440591393,-0.311202282359589,-0.0332831665663762,-0.213225728408584,-0.494396836673171,0.00788667824810236,-0.201913802399807,-1.02087319153439,0.155306852630993,-0.418372557934637,-0.899238556182166,-0.743371714737911,-0.139164714829732,2.27126833243301,1.47385121223292,1.71526572924272,-0.196634594998208,-0.905268508017109,0.50865599698216,-0.834697755583623,-1.39648848676349,0.0710522225482206
232,-1.63515401261915,-0.56008991690304,0.256427216342332,0.15229889539542,-0.16017679090827,0.288211131917408,0.0904279626638394,-0.142877808734859,0.282077837549081,-0.0460876423669034,-0.197149543520696,0.506267883628374,-0.209756637595584,0.0410226719999587,0.0424572864677651,0.029348930757997,0.0670456809003247,-0.180853930398539,-0.0039519875613086,0.254750783501103,0.0344110785182334,-0.231522290085926,0.135963477845751,-0.158779015994611,-0.039626753888967,0.37279454585701,0.815206008302186,-0.162021753455399,-1.11638603733084,0.60121821670772,0.0107857762255102,-0.349019272757744,-0.212117207783057
233,-1.96581969431648,0.159480008948,0.814023034377225,0.108777124760898,-0.109604455149839,0.419975419049184,-0.00107452680057888,-1.03274665342911,0.678213532472279,-0.350760686870809,-0.274433487971559,0.953773107152957,-0.030605700882556,-0.534723223336084,-0.639915402259694,-0.194356185772207,0.553621875958954,-0.224567699174273,-0.889567050206992,0.261266670809271,-0.802182864029805,0.345314970024988,-0.456067835178565,-0.211734304615536,0.798438483112552,1.25695656412272,2.16996175150891,-0.270874022047703,0.0596594471040563,0.525188951446327,0.307152281744139,-0.687968595700577,0.188700274774437
234,-2.32716782710042,0.380990805148801,-0.0102347627333985,0.285226965693505,-0.257472939501586,0.291782061275826,-0.0478282877294774,-0.594339006139869,1.1603295074234,-0.20445425834941,-0.235702840522763,1.16399048950506,-0.30482320190499,0.118446181764529,-0.174963935257198,-0.291161555377645,0.0395543844784277,-0.274880705815122,-0.630883072346045,0.184184623497542,-0.634636818759249,-0.0613691350274892,-0.520947231870801,0.144203222884407,1.13343796945007,2.27455061268736,2.83472294221046,0.427706754199679,-0.445697264324789,0.664994270723981,0.118017136896,-1.26487216648823,-0.630742723883978
235,-1.89691133248431,-0.650131916369254,0.426145350189335,0.413966021336923,-0.30471781867376,0.50578604636408,0.0304573045227231,-0.732132795630212,0.808511730455432,-0.115284261945617,-0.0916201918679357,1.11888578517412,-0.660050336470368,-0.0537555392257797,-0.264068167327499,-0.394842716719016,0.350419801900106,-0.280039372532355,-0.588980673718353,-0.0615234830854792,-0.134359603759719,-0.161878812038619,-0.880108808820787,-0.136877372613982,1.03583762992793,1.94482706163375,1.52148349617131,0.81986405498155,-0.715001309085959,0.708277876771088,0.181130046499519,-1.23417898481935,0.0544926612432593
236,-1.85259252224355,-0.893902259282416,-0.215193560368078,0.436046434014,-0.217142339519665,0.419390576123137,0.114043919901243,-0.64249422488877,0.891982908024377,-0.263524349431695,-0.0423474835379512,1.03547958184786,-0.15469434435469,-0.199385922380124,0.133685817160108,-0.19580244219573,0.0707703448334382,-0.0542491831444748,-0.33429298229186,0.0723997043742838,-0.960319698962718,-0.266352494468803,-0.862141003125366,-0.225811589266972,1.89058034412091,2.22885324078071,3.22501014115502,-0.597136582447284,-0.741465191546193,1.03214261858694,0.316820679472763,-0.859227359968667,-0.51997894164209
237,-2.03587278710915,0.338593043240959,0.544384911070157,0.250497941918625,0.0243465945808346,0.571524869088884,0.217438404415365,-0.76413569626833,0.683464100696413,-0.149123791644903,-0.0946490317149897,0.945832145399979,-0.240457648546033,-0.737492276016878,-0.583928365760644,-0.330938245197315,0.172265129519136,-0.321243393146913,-0.135916368812236,0.447753161693387,-0.148990207232761,-0.0741091963813625,-0.617139895506013,-0.373834376330447,1.15290221812659,1.76537497492883,0.304252081449694,-0.804125797278234,-0.882150951068508,0.595132268193481,-0.103266550641012,-0.316579543379498,0.411631515662385
238,-2.50363542074789,0.572788890423112,0.372826374913167,0.564033142221906,-0.145640624219543,0.220580921680014,-0.120638375408893,-0.456805062379294,1.03939713938324,-0.132050651564406,-0.696437831763998,0.808557349772867,-0.164524206671782,0.030159682878527,-0.250500263406638,-0.0357310032321482,0.336774133373322,-0.201128584904238,-0.483671781544689,0.393075126650104,-0.347077271894339,-0.045170059467789,-0.17994882446009,0.0236334203916935,0.569527264325918,0.999135470578748,0.905939295979936,-1.26508394244418,-1.08663655492608,0.256102161697324,-0.0242094176057137,-0.0687369435539122,0.352464981220241
239,-1.64678547505137,-0.0734327962688148,0.279379460591651,0.0797543345767556,-0.0663775316816451,0.147383711716263,0.0118577992605217,-0.140199772199446,0.147820527442978,-0.164996933433776,-0.240225127100841,0.382910105223624,0.090934092400563,-0.175804263521751,0.11887955940807,-0.0595654864020195,0.0863518560047197,-0.173894757371811,0.0522062076606133,0.315617889058422,-0.0707498811066002,-0.210428674933299,-0.0292225245916401,-0.0380085242463212,0.287481955463594,0.605321333194631,-0.778930146624727,-0.21875357610054,-0.297765668410704,0.421674287319036,-0.00322230964806501,-0.347042447344363,-0.0295943249602339
240,-1.76773813011226,-0.217172079209294,0.240275906908631,0.0766126274389836,-0.268392287106406,0.294540243298966,0.0232452924384969,-0.198365219716532,0.557008633629132,-0.0384808156261202,-0.196356312823823,0.713300552126821,-0.204051038680492,0.0818061378053589,-0.0247776480974671,-0.39707551359361,-0.00128266596584379,-0.359155630267113,-0.30704229994242,0.131547041275324,-0.275768329124232,0.0198137734775029,-0.151221996718291,-0.0415406922548277,1.11024481866169,1.26716122688958,0.875207642268989,-0.502027403128571,-0.840710241218378,0.541515569522607,0.218265294211829,-0.620551501401199,0.344892723911694
241,-1.83844523832474,0.161486160742124,0.255064837442558,0.607092432315266,0.198149881675319,0.533091054559217,0.025249454135326,-0.761163903829851,0.64429343385789,-0.0869595930082223,-0.650794201126972,1.02225652041556,-0.431478800836244,-0.00143942528243056,-0.149986563732846,-0.100469850578364,0.107368016276124,-0.193192434270566,-0.65126081117062,0.285549452486456,-0.373623181919556,-0.413686166249018,-0.668163559815134,-0.808048128544662,0.912602189120376,1.57368110096578,0.996122191909976,-1.11402559865012,-0.000234872289592576,0.882174497308412,0.417996614236889,-0.156699510075079,0.415417340745816
242,-1.79741491810756,-1.4413130026154,0.143398714488051,0.177979914392403,-0.369722454036772,0.309589071211235,-0.170256643236189,-0.599437594276359,1.3327247471604,-0.0701016875902255,-0.116602246708381,1.04463406147026,0.0801532585464179,-0.231279879284066,-0.253683972907679,-0.401176199471032,0.0847230838532174,-0.202086805224472,-0.852783219239957,-0.37725849881862,-0.269222646605653,-0.774181389770848,-0.764094561192783,-0.472581202922266,1.83111627001046,1.46416959973277,1.79347772845558,-0.230097295166843,-0.854746124294005,1.34486006272077,-0.46764647407495,-1.2955304641803,0.0279837403081897
243,-2.13311048833161,-0.458057544944441,-0.0659471797785732,0.435408518297569,-0.290716136820987,0.479050186108184,0.491723315000193,-0.499803411037377,0.681236170659003,-0.0855609474587868,-0.615056417301671,1.24131244203187,-0.0853921579785723,0.0689307465904917,0.158450839343877,-0.0273867934815738,0.0236660772636064,-0.0595134964296936,-0.702061870554702,0.454779910038907,0.0599876961249455,0.0891419709281704,-0.537395416067226,-0.205798185389417,0.483574099260841,1.09906298729349,2.34415429063255,0.129538463745045,-0.286994114645146,0.489669686214165,-0.211787595947123,-0.514185406794846,0.142087507215254
244,-2.62654974437624,0.326714434276194,0.616240371370943,-0.00198729150120049,-0.18245767084303,0.249780533965706,-0.435334661413602,-0.912074719787438,1.25710284651226,-0.445054604326063,-0.852874842888658,1.39546469395144,0.177575020759535,-0.281462779068726,-0.561162413303554,-0.0115888965125744,0.404420290272565,-0.34724904589425,-0.409579444311144,0.586198183533379,-0.615035936281044,0.716922424839878,-0.79759947132297,0.0371135177028192,0.505138338588201,1.57556061797056,3.06677366338659,0.791414711834679,-0.810868378129218,0.162028275834604,-0.208546388111574,-1.55584763937603,0.592966949917777
245,-2.07537403293962,0.0350031399745653,0.318608861485444,0.443535836879325,-0.182942167151054,0.233639341907507,-0.312099871478927,-0.586197961338191,0.814740146270644,-0.207460710723124,-0.806664779481415,0.86337935328719,-0.327777128673351,0.73958912574716,-0.169675423475387,-0.313308320104206,0.274615485732015,-0.484288626468665,-0.634665567683571,0.538621680068634,-0.412404103240736,-0.113138667871649,-0.570429017187735,-0.277536826446813,0.743677486626656,1.04109981819574,0.688949595858981,-0.647468413672383,-0.428800360058345,0.79657538196082,0.589720041973219,-0.10830660921162,0.690168411919159
246,-2.26082126808647,-1.43939489104341,0.00834998344385049,0.300142374440437,-0.167673278736911,0.378617616010656,-0.0823917479837765,-0.89517990251637,1.35764159770602,-0.213467706279639,-0.583364738239592,1.38926288487092,0.108398966621906,0.059537263131615,-0.552541676786835,-0.23331148332178,0.012182530188536,-0.340362973201506,-0.427215623420889,0.348710026785777,-0.469274466985882,-0.315545756549685,-1.11151471513812,-0.262995529164472,1.62576804500755,2.06349343462718,3.04489430255178,0.710999289130161,-1.21281503043877,0.942742224876458,-0.29442231669331,-0.828046980135407,-0.207131970284732
247,-2.65862924311413,1.02590973109362,0.425804274623689,1.04327077740661,0.596408529064694,0.207630245815467,-0.418293841777572,-0.978937035231026,0.687167839098754,-0.553782823200187,-0.499823471862122,0.985324352918861,-0.615755501122143,0.103761847828713,-0.0891464782903017,0.00540490086970502,0.367292501917742,-0.035176532723987,-0.206270472198407,0.770176486137517,-0.947020162532424,-0.548166390793603,-0.932093358227,0.17783997306065,0.397723113771793,2.38616897584638,1.71926307577718,-0.473430908153459,-0.897786800605247,-0.11796289777028,0.227971326697258,-0.356959042382459,0.208573916431402
248,-1.96735762007351,-0.259992871471338,0.930326771131092,0.0671076911366842,-0.214533813341354,0.382264948359541,-0.114068995261056,-0.572343688570942,0.428919771483735,-0.183087734753284,-0.47107986990999,0.794475319073287,-0.293364669933004,-0.112458199511824,-0.721717566944165,0.136156601627939,0.619083527125296,-0.307084497599606,-0.686414150366081,-0.12923462769736,-0.608018959918242,0.463527946536398,-0.67397946002201,-0.113713850650272,1.16560534364547,1.31247727362377,1.3430052505474,0.0026805715735342,-0.369320654346237,1.08081570233259,0.563067136558579,-0.812240363626323,-0.137487721242971
249,-2.36568126472236,0.176672497229286,0.645569397414796,0.379325283607096,-0.0421722454302294,0.14917603029538,-0.0478552055573778,-0.92490562607806,1.13244109105169,-0.490257965579984,-0.270981229899211,1.39966240207836,-0.249379664481082,-0.347226322979027,-0.727107563499863,-0.00897239200972981,0.327812988332006,-0.0621702754197955,-0.886179389569962,0.256894075479581,-0.419050641759633,-0.694921112657026,-0.161612497250588,-0.216665161779457,-0.207491017322129,1.02301608979573,0.17504088211422,0.168122803134925,-0.492836118492851,0.725891230456049,-0.118501830881179,-0.860380759402425,0.0757033905071486
