bs_replicate,X.Intercept.,Human.population.size.in.1.km.radius.of.site.greater_than_1.000_humans_.urban.,Human.population.size.in.1.km.radius.of.site.less_than_100_humans_.rural.,Human.population.size.in.1.km.radius.of.site.No_humans_observed_in_1_km,labLab_B,Shannon_H_index_cs,Fraction_juv_cs,Fraction_F_cs,Trapping.at.a.cave.or.mine.Yes,Frequency.of.human.visitation.to.the.siteMonthly,Frequency.of.human.visitation.to.the.siteNot_visited_by_humans,Frequency.of.human.visitation.to.the.siteOccasionally,Frequency.of.human.visitation.to.the.siteSeasonal,Frequency.of.human.visitation.to.the.siteWeekly,Frequency.of.human.visitation.to.the.siteYearly,Water.present.at.the.site.Yes,Site.accessibilityEasy,Site.accessibilityModerate,Bat.familyPteropodidae,Bat.familyRhinolophidae,Bat.familyRhinopomatidae,Bat.familyVespertilionidae,AgeJuvenile_.J.,SexMale_.M.,Bat.familyPteropodidae.AgeJuvenile_.J.,Bat.familyRhinolophidae.AgeJuvenile_.J.,Bat.familyRhinopomatidae.AgeJuvenile_.J.,Bat.familyVespertilionidae.AgeJuvenile_.J.,Bat.familyPteropodidae.SexMale_.M.,Bat.familyRhinolophidae.SexMale_.M.,Bat.familyRhinopomatidae.SexMale_.M.,Bat.familyVespertilionidae.SexMale_.M.,AgeJuvenile_.J..SexMale_.M.
236,-2.96267899329159,0.204289029645925,0.680923194094466,0.541491702970071,0.0775046696605601,0.580034451469338,-0.00869050969601261,-0.596460423656831,0.934526276244776,-0.104137326887385,-0.0326900155528959,1.18082606823536,-0.584053017227397,0.375761885116259,-0.703633507130992,-0.137025725686389,0.352848735478185,-0.650693794471785,-0.269197468434423,0.510172100985948,-0.130655705474986,-0.69567715701798,-0.228350936833741,-0.137031778776721,-0.433784895938999,2.22607258401215,1.70816264971143,0.0982492425099958,-0.847580460530695,0.018067717446252,0.202983184651903,-0.45284812184961,0.230308381963706
237,-2.14694552368996,-1.32667318104246,0.398088448540992,0.391762621716755,0.0288897418349605,0.738049542342271,0.137053899809358,-0.800131902571143,0.81142550310987,-0.0109638570876971,-0.289428464535748,1.303903244637,0.151105070924064,0.0792043440796571,-0.654812951307636,-0.482691938177337,0.252982770400341,-0.504163290810505,-0.0913119448296968,0.213173326858443,-0.716453339370632,-0.636575143317429,-0.466022320542775,-0.135120438324024,-0.27031631268548,1.52592762462797,1.73044318531587,1.81624996927436,-0.694353986901002,0.548176217716656,0.202733686923456,-0.821634071754694,-0.0054067519106939
238,-2.40769296583159,0.764897824450229,0.750915249446486,0.281659713639795,0.104385841875829,0.486880962933112,0.000720964142504265,-0.861405422125283,0.991567625790899,-0.0685513207830598,-0.790975085367669,1.47984306965668,0.0779387465869307,-0.144504736811054,-0.327045839655642,-0.317007903690453,0.232426288228255,-0.153068123188743,0.0299053355002592,0.165323368623341,-0.56278431086349,-0.758630770203272,-0.564711209925134,-0.276762449285441,0.353567120498613,1.33281828180916,1.79121430863981,0.998992560043807,-1.2498349722698,1.00446779175742,-0.0915594107342821,-1.07106529063813,0.100114766655951
239,-2.02735307692214,-0.283668045117233,0.0541830291838057,0.234665642876339,-0.076091095251392,0.840511097432148,0.278365433320347,-0.809590536392556,0.734142569706145,-0.0776021540547635,-0.062411100676066,1.54492414209672,-0.237938459032793,-0.110951870009768,0.0218233214454874,-0.415707326341536,0.0117865440776519,-0.0968290759906739,-0.301198737634841,0.121250843915077,-0.510111135229678,-0.362731636855823,-0.250533088689652,-0.31529275668785,0.188229843476868,1.56889912333532,1.18775266669812,0.76629265380546,-0.727169060168108,0.672041918394788,0.283881329066929,-1.08535233099929,0.00907704635015368
240,-2.18159471935539,-1.53005397820202,0.0450533714526287,0.265343722435356,-0.130293969224226,0.526888031619538,0.0623113428551862,-0.935114200512418,1.15618129454844,-0.156060138475229,-0.146302590694003,1.74422221470728,0.093462071316699,-0.135576462096843,0.108789118316427,-0.334761841851032,-0.0544363376923908,0.0424342577990697,-0.486822609156637,0.114976438452846,-0.689676662319029,-0.806677825414156,-0.408429518384051,-0.580460771765839,-0.201460557753759,1.53486772235938,2.46896823888218,0.642071970530057,-0.987156067666608,0.79284789416325,-0.0633610531301796,-0.404211317838647,0.174970991089067
241,-2.34410176138414,-0.33088235245181,0.477398317238926,0.510101693273245,-0.0855527845602904,0.444656999693809,0.163873119197563,-0.41215790194561,0.861392611830624,-0.154597633000951,-0.107343836167575,1.21832621349017,-0.0691347525652123,0.00730551506882115,-0.114906019642887,-0.288486462118566,0.249481946500091,-0.301631885402942,-0.0628521287749051,0.211057618124239,-0.336003439142327,-0.684123084098141,-0.652358289898383,-0.244573383788818,-0.808537703787605,1.54565732220748,1.70290036194983,1.3812614140742,-0.304489616002858,1.16085026286839,0.213760103562082,-0.236192754535696,0.101168178230173
242,-3.20124498834873,-0.434181715313369,0.617865413616724,0.607409520769572,0.202583991239404,0.264366070612806,-0.298325760999509,-0.601361543844843,1.32069782864828,-0.314696310890919,0.00633232501920187,1.32326344680728,0.321861182489125,0.746441544765675,-0.38091354709236,-0.0894148857330232,0.616641008920318,-0.269051660041602,-0.140342894127883,0.253420821447153,-0.571622025564965,-0.407622900373136,-0.267723601287355,-0.144337349922762,-1.25746434427868,1.68172141208942,1.9765018196343,0.412588540720624,0.305901272434004,0.643886270372449,0.11933095473853,-0.661419556115459,-0.155402751765762
243,-2.09572221996631,-0.476879380434754,-0.0538275450684717,0.653389936795229,0.00714078429430823,0.722831435988084,0.312106933312856,-0.663601141490609,0.827110566239797,-0.0593459780067284,-0.327313148261064,1.50258363786716,0.0958399035282416,-0.257882454897815,0.321417422814449,-0.425356737328558,-0.0369819272746971,-0.164750383133078,-0.384163218255913,0.140318568319259,-0.32476572737476,-0.665060649170393,-0.566972686748854,-0.198499934948936,-1.17216606547931,1.33533862632961,1.86491779012,0.576519926680353,-0.309661265333292,0.786757325684928,-0.0108175217596547,-0.60008443395445,0.0305531020602677
244,-2.16968230708445,-1.79950160362733,0.347082632601056,-0.109357794313727,-0.233957623500981,0.595800750073065,0.253754858823704,-0.705518292687476,0.987245636344463,0.0410156562576358,-0.128808921504588,1.16038786263165,0.401291524667198,-0.318732530763695,-0.460533226584301,-0.472167362322411,-0.000816704201487669,-0.17528199853828,0.0448159736838525,0.22883720668861,-0.429363510452596,-0.518447882885874,-0.106503905645279,-0.0357414300267647,-0.498506192365034,1.17234142317355,2.50484043579385,0.379334919317929,-0.540950370333816,0.537131377871652,-0.348980235700792,-0.446945438547505,-0.180863368724744
245,-1.71848571643882,-0.442541540829015,0.0665867881834354,0.0682658309562334,-0.139797630552418,0.220136523784687,0.0823743490520774,-0.0755457084508712,0.278184500922481,0.0186149505500768,0.0551637099914451,0.491672886008974,-0.0890522683568262,-0.0569000589042601,-0.0146569676655055,-0.0789085030619334,0.0417236999850229,-0.0484151109189175,-0.136348451687843,0.152624360550474,-0.093542131608354,-0.175653933867669,0.117796552535764,-0.00296444311106199,-0.29463935591968,0.368482410456862,-0.248686622713453,0.408443472024814,-0.274071200651878,0.323535760472951,-0.100721346221397,-0.314879344732916,0.047310836157834
246,-2.00378345044024,-0.0462030005577534,0.36273366918109,0.175891173853702,-0.0764807966387844,0.45334453496463,-0.0397968177773283,-0.674737546421152,0.900372239471073,-0.14303886305656,-0.761341992548919,1.515859111651,0.220561088162323,0.20260856316519,-0.0487185076412075,-0.319995257169169,0.198142782862755,-0.211563724726105,-0.205428446975434,-0.0447069905347598,-0.164092781127082,-1.05514352173778,-0.70701074435136,-0.0858631965223134,0.0315878929500879,1.61085881047571,1.36751834334068,1.21749646872579,-0.435639945660274,0.761555649084293,-0.606551476838401,-0.636480046610451,0.0875480077822734
247,-2.42603216411926,0.292971690177625,0.628013122383538,0.365526708661669,0.103692865244443,0.832741843246532,0.116778043159429,-0.568231710642347,0.802750700337988,0.142442456093694,-0.189264597347495,0.826747277691965,-0.196965349405425,-0.0802483694402161,-0.631912956231527,-0.273505855321722,0.231830965318706,-0.632827695966601,-0.137046907443733,0.751379496175066,-0.0710803346542416,-0.739340232735318,-0.551316357112411,-0.122749334786753,-0.941219779686288,1.37096727909354,1.22730255726413,0.928831043853671,-1.1088746098276,0.317313676165921,-0.244389767953661,-0.209338034097463,0.547623487853761
248,-2.51039228888247,0.942425394222445,-0.259828220008829,0.135140737559162,0.174459567877915,0.279058086989932,-0.141914819210862,-0.69491414844189,1.0812791584543,-0.160035247755124,0.133480921572547,1.38634291024256,-0.0507488335321412,0.00134521814504888,-0.220206214672272,-0.270027588635361,0.035958580012292,0.125503427085429,-0.349315525821753,0.474673188816256,-0.900665597686235,-0.419809625578325,-0.035838684296424,-0.222188009539899,-0.730648787066272,1.53867683384931,1.58348517103942,0.119910568651164,-0.321308997627426,0.817682906820546,-0.292090309836131,-1.7821198780372,-0.261591359261342
249,-2.36911337174757,0.217600308298077,0.315954448748734,0.228565526364455,0.209106863203181,0.49203784432238,-0.0363185329248089,-1.06392983313355,1.0352880740195,-0.197357565718442,-0.0393900845774756,1.56811772424814,-0.0798746213650537,-0.761054777281906,-0.381687835254103,-0.252228089288384,0.0627820305827748,0.104989019784144,-0.524116207338037,0.3972955639832,-0.249234527377675,-0.318587231763002,-0.249218202185935,-0.501980847018474,-0.756088986313247,1.65734688551852,1.61833000779154,-0.0343934741091608,-0.657543740958876,0.630596093164534,-0.369733831297263,-0.888465321798433,-0.0304284744099974
250,-2.05105440964298,-0.114530311122128,0.167710780987466,0.193698519622818,-0.0360872858883502,0.647175282675082,0.156358349963003,-0.803103368229494,1.02055156371489,-0.0345099517563857,-0.477556645258313,1.39143758304633,0.0770508235130806,-0.0861094519780269,-0.0102722860707436,-0.360689798849668,-0.150484346714779,-0.243845839450452,-0.396891859559794,0.570504685416658,-0.32131800038055,-0.55144974092273,-0.378011923781044,-0.638819021343699,-0.790645593703566,1.36437846956946,2.4152521906942,1.08354675760676,-0.393124095149595,0.381706532966515,-0.0636122489338869,-0.361677843323708,0.053849142096089
251,-2.08948205043193,1.07147982547867,-0.106877194923093,0.13634343648226,0.11031257886008,1.03946196001819,0.454021862330952,-0.920854448827969,0.780586815216832,0.0894059781468157,0.239572574861842,1.16657700541765,-0.114278547142036,-0.664838380834546,-0.436445035999088,-0.35916338557248,-0.010564817204488,-0.322788133862311,-0.277598507761555,0.368460322382456,-0.449484178804284,-0.736144258451947,-0.668646334423031,-0.212192727779273,-0.473716821476613,1.38994999242854,0.503984148750903,1.5291312279644,-0.512376246824925,0.441143174622593,-0.365967517103564,-0.579792674375058,0.513657671893568
252,-2.68295719160057,-0.781763964604468,0.560295062348273,0.606393235883845,0.00164476011614345,0.422168136387906,-0.126362612560388,-0.460883911778339,0.855563953675284,0.00716340764783913,0.201060621607105,0.757472242581593,-0.0292384801245045,0.829102131575903,-0.286836703569917,-0.285464659010173,0.724127035986051,-0.145353762850309,-0.834500965923726,0.603884110433067,0.238537816869718,-0.551282849652237,-0.79750122021605,-0.00955705325023205,-0.35887764933513,1.53112511549249,0.538454537412565,0.963416272881689,-0.0989346049900356,0.176421574258524,-0.3154472763326,-0.326798651174033,0.431735517741328
253,-2.39229516165921,1.94811905835159,-0.0959324521964822,0.172564321816893,-0.24604361319129,0.597464278468696,-0.0651777719899229,-0.884736314078492,1.34949156105258,-0.28138156580873,-0.445582822774084,1.50783143324685,0.235047494193542,-0.00295900331509461,0.26665636626571,-0.21923959802985,0.248528410157045,-0.16808485189255,0.334723030907526,-0.0645196841421642,-0.831522528285268,-1.01028104615272,-0.377492018432197,-0.455245845112935,-0.536407670938585,2.06236315885716,2.29119378715944,1.10125017168438,-0.663379184546293,0.760509100644797,0.209070434533034,-0.526727515877357,0.102553196725547
254,-2.0191208685454,-0.656343543984631,0.175296426311084,0.443823413609209,0.213316237570504,0.493070594712045,0.207604322496037,-0.568101445551415,0.473934439202181,-0.205726105323929,-0.0200962532821347,1.1814457928989,0.0151709973629489,-0.444794239115461,0.235514647949535,-0.22796095481553,-0.0694916665323684,-0.0140784114009813,-0.340673021793217,0.24035675669105,-0.293903241364911,-0.50325260952518,-0.191618977518621,-0.124077385540647,-1.31816412905424,1.11753317563122,0.883126749452187,0.749828108851701,-0.426251359801648,0.820783831496242,-0.182987158823357,-0.672380890800874,0.285685964850009
255,-2.55107654778255,0.631684037843807,-0.174751529733753,0.599518396828377,0.052760229599209,0.511907966946882,0.170943267373384,-0.648515367411174,1.26349646030679,-0.107659726233937,-0.0506112369122539,1.38465406192969,0.168016074943869,-0.165724036688982,0.241690732953309,-0.284588563579286,0.0289289282792211,0.0674496486301028,-0.458507476448896,0.435307809355279,-0.377826078435217,-0.30813072873617,-0.687805598747137,-0.459687766257893,-0.629853716667357,1.85635863995536,0.641597866562061,0.352476799045289,-0.167536480415561,0.27087217275993,-0.119080550374322,-0.0919210827152781,0.266544584864069
256,-1.83568880607173,-0.655761193516595,0.395559083613642,0.202980517780356,-0.0943360939565333,0.388749381895641,0.235726671795091,-0.158339494035725,0.281575511440525,0.0201518386314456,-0.128154212052637,0.757250654034575,-0.02167814970207,-0.0836094916823103,0.133496135195926,-0.115870948974098,0.0862931107759477,-0.11303483512338,-0.105091553096694,0.16574625708834,-0.179697137808538,-0.576542720173483,0.101700990571745,-0.0479567705390051,-0.120112356295863,0.627251525062126,0.114282385586177,0.374796567146843,-0.637803826296394,0.483260829717354,0.0144225623768327,-0.902297309996182,-0.0253602037597182
257,-2.53715921326303,0.824719614952475,0.305425717538151,0.599886489203281,-0.0659761211902676,0.476097388455983,0.29875755895533,-0.463330793264505,0.997065579653497,-0.0067521817066859,-0.0141717070358579,1.12053130843963,-0.0110762491852986,0.405890437534144,-0.478621400735815,-0.426548306858494,0.290143348153919,-0.41158791798915,-0.538714634875726,0.501365452691077,-0.288104504888842,-0.208820334835212,-0.979811631710913,-0.0343761702281018,-0.689535816488902,1.24631348909526,0.992731440835892,0.819908910204921,-0.950187254975697,0.974487118578354,0.309613426328664,-0.894806243061964,0.239904217506859
258,-2.51804307836544,0.261027570669158,0.530099974042235,0.665439794101389,0.413627100686779,0.570359931532076,-0.212734117249546,-0.948809615987295,0.688346762547079,-0.133303935335923,-0.332864084498469,1.15788705162334,0.0609487401435455,-0.0396767298915742,0.126288930926244,-0.173939640074595,0.586097976840887,0.0597493453042399,-0.290540632480436,0.145979178875549,-0.845536259872189,-0.558901149745983,-0.598198322628298,0.157763716348429,-1.34960603069435,1.75272010485028,0.207636793324581,0.73622935721549,-1.03851294353978,0.326879856296628,-0.210394271386395,-1.13402946003141,0.284198926060618
259,-2.63509978177526,0.384967436734524,0.347657295840381,0.145169227793177,-0.157655884602511,0.473576389347386,-0.142090651759101,-0.376836129480107,1.05662063251213,-0.158516960909661,-0.0975597486617543,1.32456987652209,0.28269254431774,0.14703956787916,0.483345475109315,-0.244141444108376,0.426081514639756,0.0551009037626195,0.145211151701864,-0.190078872291776,-0.870509270993206,-0.553364461840834,-0.308814233806427,0.123970354183234,-0.911341323484565,1.2608947354864,1.72725003728492,0.440728221117229,-0.677562958010552,0.550516292830147,0.396751624931077,-0.307379811099048,0.151424117007936
260,-2.44901247767273,-0.437309903671884,0.0438742823491284,0.697030756977763,-0.036548864413674,0.639920784390197,-0.0966090253767488,-0.480296489160926,1.08286920672441,-0.020826361557487,-0.592048473030489,1.44099854406346,-0.0169835708854259,0.0711301408072757,0.0610245975646629,-0.319463162875086,0.225571520266892,-0.367020749701977,-0.283716273857437,0.344183655305687,-0.149194916964275,-0.611626113731891,-0.80958676778114,-0.319594643367378,-1.39715830127759,2.21837798677447,2.65111960729645,-0.0554043223580562,-0.214644820118229,0.148342469213654,-0.0440303095021452,-0.283023088213372,0.420016876401085
261,-2.26403795606011,0.563402827221706,0.396386180349366,0.101960572464546,-0.0632978902652635,0.613282622118364,-0.0982013633865342,-0.831679950755785,1.03664536756696,-0.208259396768156,-0.3640795791821,1.6738253187998,-0.0745050988918443,0.0278115096544218,-0.183119832672353,-0.340634047338586,0.230575814939565,-0.276851731759438,0.0756392967484309,0.268491572709184,-0.637376405540924,-0.398988985007335,-0.334700266732254,-0.292968939854439,-1.05034639268316,1.62150544949975,1.74721988969461,0.630634370914933,-0.458391801512059,0.647541291472806,0.0686072108398714,-0.576167766630996,-0.0793691108958565
262,-2.54043187158253,0.168689967872913,0.528572917817038,0.802212846286809,0.166678054040389,0.737738670448603,0.100976450891277,-0.746650556028608,0.848099830336918,-0.0142545948593756,-0.344540885425603,1.14452935203815,-0.199897210788979,0.184244133010544,-0.46544089556718,-0.219550404080321,0.352620003554552,-0.440920304460855,-0.115183170874733,0.60854257229819,-0.0951911725799253,-0.783264819684197,-0.741629540541376,-0.648854974198952,-0.460039579745425,1.66850493418304,1.13061035062294,1.33450580330934,-1.01162020131295,0.364773979568858,0.327779846694678,-0.403002165176238,0.880206071459303
263,-2.35436781637998,-0.505583513897423,0.960148192756154,0.253839481885834,0.167074749703519,0.565706672336586,0.17471115693406,-1.18120187923108,0.574591148354779,-0.369501548714548,-0.265742698496171,1.69105619277147,-0.00866053363403396,-0.292166292698825,-0.500839418027013,-0.126489580883492,0.327717639433756,-0.0691271623573867,-0.324083323226195,0.306417094984399,-0.998467171052502,-1.22384533928454,-0.757964815950974,0.15618987446897,-0.680434236471721,1.42574389738691,2.90800994216134,1.30846391199697,-0.245358091379491,0.403178711243106,0.116681196493406,-0.347179867057427,0.0378776844450868
264,-2.29994425228955,0.409829695153062,0.300444112536645,0.24468299092894,-0.15652743874189,0.557120435620301,-0.0320506592622777,-0.526143791997365,1.03159804179951,0.0509156723684303,-0.454852190313042,0.874459473498241,0.265614318167107,0.766677064835497,-0.149069713416131,-0.372450619247467,0.382797446881032,-0.398673407943963,0.0656128727291884,0.20754495627461,-0.26989563745546,-0.762894570117819,-0.0291312626974033,-0.714233402467892,0.0876095505301874,1.10117670526619,0.0528178129458139,1.14681669998531,-1.31357944600585,0.835992801218125,0.25671044930325,-0.17937187394679,0.19766826036697
265,-2.32349011438403,0.00761911727251043,0.455116364144671,0.000136864483207364,-0.10906859840618,0.333828766098207,-0.0225159006484052,-0.757646079592668,1.06659962088655,-0.189754554646584,-0.393350215704429,1.40645309646482,0.419055554928722,-0.121267471688635,-0.321139602205026,-0.199156834308003,0.205614519778869,-0.155601375259043,-0.232963061963973,0.341647053584893,-0.899819553770851,-0.633815008247311,-0.334193151703594,-0.143400374475736,-0.450937162151821,1.22938316170875,1.39824440671235,0.806467897782026,-0.905338430352122,0.437072095832876,-0.014264028141789,-0.583148529503413,0.0558783837057867
266,-2.67685261525552,-1.47803089378452,0.199485647192575,0.283118639621921,-0.00493447068220694,0.5709410940291,-0.00774580447814884,-0.941821314858614,1.03396150913541,-0.172684397306014,-0.0196533835391132,1.4890990485104,-0.0285037549240708,0.113342330983918,-0.518711592119895,-0.303418515436218,0.141282391781893,-0.268570851539455,-0.25257221915484,0.716342422533979,-0.616181592345127,-0.193062616553737,-0.508851481366469,0.129839431334411,0.493572784982721,1.83039821436383,2.99718520467929,0.579476887141162,-0.853407558570417,0.402240844153789,-0.149338119031295,-1.11241740180932,-0.0623211000415242
267,-2.7318955056143,1.23560508918389,0.853995147599289,0.220646093018472,0.144960996626467,0.559089819755009,0.0175380803843203,-0.899347793200066,1.11187421574701,-0.31712166847975,-0.148442783127462,1.58110396314,0.0195327091386547,-0.350086903206502,-0.87315346880004,-0.0250009407133962,0.386670835609914,-0.294045728154232,0.253061574827011,0.386420043924395,-0.498470355993047,-0.769827381821824,-1.14457372276189,-0.129733489144678,-0.175092535100434,1.75378459433176,1.63163876745376,1.42871121336679,-1.20929889886537,0.272140424558372,-0.175653618741834,-0.449135227115256,0.680961515939667
268,-2.67405081107072,0.558610474028251,1.12134559435142,0.302972388669011,0.335168382012553,0.531021320221151,-0.120481079463186,-1.06904983748382,0.947824339379152,-0.454819277110325,-0.103253277475933,1.62659578305562,0.286322663161719,-0.581447792068908,-0.822164772044127,-0.0469915421604096,0.62140439674005,-0.324805727233046,-0.000222642759605932,0.158483603203621,-1.03238991202009,-0.66236204231129,-0.32190107072477,-0.174948153392053,-0.761296841044294,1.43417087392549,0.948609931547379,0.0105765629663921,-1.30003605194775,0.409399393416414,-0.258867454361128,-0.492142598847944,0.132882562238458
269,-2.06516734344301,-0.166765823351427,0.0341420102028576,0.202969326635858,-0.156153755011502,0.407606962637316,0.136204159399992,-0.366324462573578,0.738920443860345,-0.0363790806059891,-0.182664123732729,1.07923667992435,-0.0194279679528152,0.148854911293427,-0.0394773805008511,-0.0244967163409241,0.167332289762836,-0.159714516764934,-0.196660974065194,0.490065770500069,-0.0996258252744622,-0.40115444720334,-0.148807766169665,-0.306963238029609,-0.696703920600198,0.923591210819485,1.25692099175092,0.24855895767297,-0.330219819609282,0.358053409381223,-0.0213705939357734,-0.529377355705671,-0.0380356675012145
270,-2.49180702729151,1.07034208968281,0.590587855784553,0.325855846966565,-0.277216786311464,0.43536264027764,0.294497042937625,-0.923323311887299,1.15526680563704,-0.0686487751182933,-0.226260660264359,0.954640117216242,0.0344219551054322,0.127507971117093,-0.226907946340576,-0.0366914662976982,0.422400500225547,0.0606225169241858,0.0494594888131683,0.112363102212318,-0.521111903207226,-1.26543575120529,-0.577187957077231,-0.184406976734918,0.201322641897534,1.24485600705988,0.83884055228765,1.64233380793808,-1.01877631705014,0.650536912523021,-0.0961019405183821,0.00139051952853863,-0.0232214894729814
271,-2.48863654061232,1.19378166957477,0.0268077996230975,0.0666739569192296,-0.192815060038267,0.305538234255634,-0.133646304134705,-0.526310063578502,1.14083384396162,-0.271778860269864,-0.253657600910213,1.3286603994195,0.42616737217114,0.02714342462465,0.522142376377015,-0.291692659464663,0.226809072814581,0.065658580988308,0.0711303503205044,0.284686332812346,-0.418579738269692,-0.686579518776028,-0.289146481482695,-0.066392077790235,-1.21837489166493,1.61145902381842,0.932732329424251,1.50632419806058,-1.13114241017465,0.0371807082940287,-0.129292295913153,-0.499737790702276,0.0378991705986755
272,-1.71419564610438,1.02919538468663,0.136549856017298,0.0303895250693422,-0.198964965795051,0.745306918399492,0.235685212229665,-0.329562087535089,0.850724164483584,0.20199640093468,-0.147612254921052,1.34366355637434,-0.122022389841405,0.0624105641505733,0.106934734671335,-0.728214474790826,0.0822635362532985,-0.1944938621937,-0.70067014823264,-0.210681593936495,-0.105441630509459,-0.54898833799735,-0.120231111635515,-0.251047879948109,-0.593349695855924,1.20153227319361,-0.0183448945642008,0.393771372845505,-0.023368457223953,0.13771085253175,-0.231299010148602,-1.61228495956615,0.0492307823773093
273,-1.87721234280311,-1.71378338935024,0.431554537523593,0.849555106275878,0.189063215765364,0.613368144738103,0.225543743694863,-0.478681152309264,0.921902703019165,-0.0874069748887635,0.20765547958681,1.0308047813498,0.0377241275328929,0.0919545196158786,-0.0739435988095655,-0.547400768127761,0.0631504715261457,-0.409606973239962,-1.27550824519893,0.0639951452682042,-0.199400109549965,-0.836240934252109,-0.69317700737293,-0.466274412552947,-1.05419142099783,1.73939829105058,1.58549057536814,0.821804219475284,-0.269436187514938,0.754661200756896,-0.584236859472783,-0.0663356014164048,0.29468815649065
274,-2.15985779452372,-0.742042806135692,0.145243617670319,0.518494818185392,0.204188524682161,0.617821042393391,-0.0146414047412356,-0.754431277214542,0.487638543545101,-0.169638623807608,-0.192852703254583,1.14633673572264,-0.258327748916261,0.592728415980635,-0.0342181298236128,-0.230998056627804,0.290817524126053,-0.245955272314833,0.0932946091834482,0.195203836900783,-0.105944163078413,-0.648169293839936,-0.336138297339437,-0.188045019251197,-0.367622198974046,1.85852434376378,1.42777520373242,0.649664780920848,-0.67418471302089,1.10826632499672,-0.323398329397076,-0.128577910580811,-0.238647155298498
275,-1.85937870563361,-0.414457613251778,0.826047752582095,0.359483406690893,-0.0516979523936508,0.759709872938177,0.44293389124529,-0.522864313840164,0.475589204312465,0.0841615815740044,-0.37708495960337,1.18558431722239,-0.2128198275619,0.0541763772227347,-0.327083156460389,-0.545142551367332,0.206839860853394,-0.451933110683425,-0.051635400210103,0.223429411451166,-0.0727469659380639,-0.621726868578023,-0.545541137899761,-0.439495060506069,0.302692450544324,1.19341905982272,1.55144470802499,0.783958921142386,-1.30126859634517,1.01254483528365,0.378563768906507,-0.377809258409925,-0.0110917805621165
276,-2.33141763315569,-0.0651692623837542,0.235158937370176,0.557451211162238,0.181078680279943,0.439682631980958,0.0998219675686717,-0.782646390037788,0.884289111773054,-0.190141126739749,-0.331676242858463,1.45897845229574,0.0262413369796458,-0.10447719713884,-0.258434973512641,-0.0619008593196208,0.192423360413926,0.00419245253237434,-0.433122640888543,0.322386575451094,-0.284975662897133,-0.868627137836598,-1.0775298750639,-0.186472887342076,-0.749153858550166,1.82380739025869,2.64050143567187,0.789895854601778,-0.522947297750412,0.506583708147137,-0.497321008843703,-1.37900750486725,0.598284493786446
277,-1.9544974048593,0.0169530161460014,0.132989253643037,0.259223193676858,-0.022015463626012,0.589144964322902,0.205694663770005,-0.397213055152212,0.737183551785157,0.00121316639521329,-0.100651785062339,1.02456590555232,-0.0315171014396506,-0.240750753654147,-0.11058277616379,-0.316299793289843,-0.0154693869717153,-0.282488076876297,-0.361503555100843,0.271274641197892,-0.0279215017664444,-0.428218479593609,-0.133811886121651,-0.198853726441324,-0.457365641085969,0.96306332986472,0.133374981813306,1.284934910246,-0.321473574130252,0.62510326948069,-0.221887715126963,-0.462737361836696,-0.233431952443513
278,-2.47391307374327,0.574739559314485,0.536070061782249,0.354936092299778,0.205195163351351,0.339506236858007,-0.110777554055822,-0.702732334431531,0.863131664441743,-0.29058758395081,-0.330239865308838,1.20298719880336,0.144969507271261,0.308132239607018,0.0159828994158186,-0.0557259363929185,0.313694786563059,-0.0506454401268706,-0.0261044782074401,0.108491670578123,-0.775852936188408,-0.47288201268817,-0.61144344590484,-0.0550215855648463,-0.901223374206335,1.67656636838988,0.274277266290636,1.29616872445893,-0.90978208049075,1.09465474741144,-0.146590180511752,-0.876548758419792,0.0210633037822765
279,-2.35482876176823,-0.117649697345615,0.0605962333887312,0.482627771698375,-0.238936049687088,0.65084570447271,0.259644949740119,-0.698868925941841,1.17699388289484,-0.125640302809409,-0.111883450845265,1.39673910280635,-0.0285719184562851,0.0376715297177209,-0.00446499669793077,-0.22536573160558,0.136662986278651,-0.234765731633176,-0.423241449270246,0.0510247878457602,0.163949094417178,-0.904363901278453,-0.671163353258434,-0.261316517668975,-0.885860201485096,2.00091584452608,2.04510017218352,1.56944278555993,-0.43384280626137,0.630014130901052,-0.402532422619294,-0.979690903245004,-0.326252238229258
280,-2.53818402801143,0.470612047401124,0.268475543209689,0.415773530227335,0.0865338271003527,0.458528750594507,-0.0253287348759422,-0.460235216822076,0.971929464662302,-0.133041903515696,-0.21626017543906,1.16949640938153,0.0462589005568382,-0.334910438415697,-0.110125288457132,-0.171989884911381,0.06656082332247,-0.226669073667934,-0.404077317048149,0.664963959659916,-0.149391345154035,-0.344736532756667,0.0566915214028525,-0.14578287935211,-1.37059624123393,0.902428642646548,0.280538626947698,0.37445094511256,-0.52317156222971,0.440540780587624,-0.070568398679607,-0.480163602366896,0.424980719592462
281,-2.8442481328469,0.984974219493923,-0.387306204804729,0.167929615139897,-0.261417390532551,0.601492842509873,-0.0942325378115524,-0.886193489526188,1.04474052160521,0.0127022525860218,-0.726956591095893,1.21178966536689,0.172448964283409,0.31229281247179,0.520912002111534,-0.182629302654444,0.280783160861914,0.126742206149043,0.342998054984308,0.651274976303757,-0.263240240411648,-0.672099432104457,-0.605430027995617,-0.302753639691751,1.16702121085191,1.92623077914687,1.19405034817889,1.99750468793143,-0.482599846032637,0.491747754972794,0.152517491705408,-0.562354183538522,-0.0929390822559188
